OID_,abbrev,name,count_yr,min_temp,max_temp,min_wind,max_wind,wind_direction,min_snow,max_snow,still_water,moving_water,am_cloud,pm_cloud,am_rain_cond_names,pm_rain_cond_names,am_snow_cond_names,pm_snow_cond_names
1926,BCSQ,Squamish,119,0.000000000000000,5.000000000000000,4.000000000000000,4.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Cloudy,None,None,None,None
1927,BCSS,Sidney-South Saltspring,119,6.000000000000000,11.000000000000000,0.000000000000000,45.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Light,"Light,None",None,None
1928,BCST,Stuix-Tweedsmuir,119,-2.000000000000000,0.000000000000000,,,Calm,0.000000000000000,6.000000000000000,Frozen,Open,Cloudy,Cloudy,None,None,None,None
1929,BCSW,Savona-Walhachin,119,-6.000000000000000,5.500000000000000,15.000000000000000,25.000000000000000,Northeast,0.000000000000000,10.000000000000000,Open,Open,Cloudy,Partly Clear,None,None,None,None
1930,BCLR,Lardeau,120,-4.000000000000000,2.000000000000000,0.000000000000000,5.000000000000000,North,2.000000000000000,10.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,None,None,None,None
1931,BCMA,Greater Masset,120,2.000000000000000,7.000000000000000,10.000000000000000,30.000000000000000,Southeast,,,Open,Open,Cloudy,Cloudy,Heavy,Heavy,None,None
1932,BCMC,McBride,120,-2.000000000000000,0.000000000000000,,,Calm,15.000000000000000,40.000000000000000,Frozen,Partly Open,Partly Clear,Partly Clear,None,None,,None
1933,BCME,Merritt,120,-5.000000000000000,1.000000000000000,0.000000000000000,25.000000000000000,West,1.000000000000000,20.000000000000000,Partly Frozen,Partly Frozen,Cloudy,Partly Cloudy,None,None,None,None
1934,BCNB,Nanoose Bay,120,4.000000000000000,8.000000000000000,0.000000000000000,5.000000000000000,Calm,0.000000000000000,0.000000000000000,Open,Open,Partly Clear,Cloudy,None,Light,None,None
1935,BCNC,Narcosli,120,-15.000000000000000,0.000000000000000,5.000000000000000,10.000000000000000,Unknown,4.000000000000000,6.000000000000000,,Partly Open,Clear,Clear,None,None,None,None
1936,BCNK,Nakusp,120,-1.000000000000000,2.000000000000000,,,Calm,5.000000000000000,40.000000000000000,Unknown,Partly Frozen,Cloudy,Cloudy,None,None,None,None
1937,BCNN,Nanaimo,120,4.000000000000000,6.200000000000000,1.000000000000000,14.000000000000000,Southeast,0.000000000000000,8.000000000000000,Open,Open,Foggy,Cloudy,None,Light,None,None
1938,BCNS,Nelson,120,-3.000000000000000,8.000000000000000,5.000000000000000,30.000000000000000,Variable,0.000000000000000,220.000000000000000,Open,Open,Cloudy,Partly Cloudy,Heavy,None,Heavy,None
1939,BCOO,Oliver-Osoyoos,120,-4.000000000000000,1.000000000000000,0.000000000000000,20.000000000000000,South,0.000000000000000,15.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,None,None,None,None
1940,BCPA,Port Alberni,120,4.000000000000000,5.000000000000000,0.000000000000000,5.000000000000000,Unknown,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Heavy,Heavy,None,None
1941,BCPB,Pemberton-Mt. Currie,120,-1.000000000000000,1.000000000000000,2.000000000000000,8.000000000000000,South,11.000000000000000,11.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,"Light,None","Heavy,Light",Heavy,None
1942,BCPD,Peachland,120,-5.000000000000000,4.000000000000000,0.000000000000000,9.000000000000000,Calm,0.000000000000000,60.000000000000000,Partly Open,Open,Cloudy,Partly Clear,None,None,None,None
1943,BCPE,Penticton,120,-2.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,South,0.000000000000000,4.000000000000000,Partly Frozen,Open,Partly Clear,Partly Cloudy,None,None,None,None
1944,BCPG,Prince George,120,-8.000000000000000,-7.000000000000000,0.000000000000000,10.000000000000000,North,15.000000000000000,30.000000000000000,Frozen,Open,Cloudy,Partly Cloudy,None,None,None,None
1945,BCPI,Pender Islands,120,3.000000000000000,7.000000000000000,0.000000000000000,5.000000000000000,Calm,,,Open,Open,Cloudy,Cloudy,Light,None,None,None
1946,BCPK,Powder King,120,-6.000000000000000,-1.000000000000000,,,Calm,25.000000000000000,138.000000000000000,,,Cloudy,Cloudy,,,"Light,None","Light,None"
1947,BCPL,Port Clements,120,1.000000000000000,6.000000000000000,5.000000000000000,15.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Foggy,Foggy,Light,Heavy,None,None
1948,BCPM,Pitt Meadows,120,3.100000000000000,8.699999999999999,,,Calm,,,Open,Open,Cloudy,Cloudy,None,Light,None,None
1949,BCPO,Powell River,120,3.000000000000000,6.700000000000000,,,Calm,0.000000000000000,0.000000000000000,,,Cloudy,Cloudy,Light,Light,None,None
1950,BCPQ,Parksville-Qualicum Beach,120,1.000000000000000,15.000000000000000,1.000000000000000,5.000000000000000,Calm,0.000000000000000,0.000000000000000,Open,Open,Clear,Partly Cloudy,None,None,None,None
1951,BCPT,Princeton,120,-3.000000000000000,-1.000000000000000,0.000000000000000,0.000000000000000,Calm,12.500000000000000,15.000000000000000,Frozen,Open,Cloudy,Cloudy,None,None,None,None
1952,BCRE,Revelstoke,120,0.000000000000000,2.000000000000000,1.000000000000000,8.000000000000000,Northeast,20.000000000000000,60.000000000000000,Partly Frozen,Partly Frozen,Cloudy,Cloudy,Heavy,Heavy,None,None
1953,BCRS,Rose Spit,120,5.000000000000000,6.000000000000000,15.000000000000000,25.000000000000000,South,,,Open,Open,Cloudy,Partly Clear,Heavy,None,,
1954,BCRW,Rossland-Warfield,120,-5.000000000000000,-1.000000000000000,5.000000000000000,,Calm,6.000000000000000,18.000000000000000,Partly Open,Open,Cloudy,Partly Clear,None,None,None,None
1955,BCSA,Salmon Arm,120,-1.000000000000000,4.000000000000000,,,Calm,6.000000000000000,30.000000000000000,Open,Open,Local Fog,Local Fog,None,None,None,None
1956,BCSC,Sunshine Coast,120,3.000000000000000,6.500000000000000,0.000000000000000,10.000000000000000,Southeast,,,Open,Open,Cloudy,Cloudy,"Heavy,Light,None","Light,None",None,None
1957,BCSI,Skidegate Inlet,120,4.000000000000000,7.000000000000000,,,Calm,,,Open,Open,Clear,Clear,None,None,None,None
1958,BCSL,Shuswap Lake P.P.,120,-1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,Calm,0.000000000000000,12.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,None,None,None,None
1959,BCSM,Smithers,120,-4.900000000000000,0.800000000000000,1.000000000000000,15.000000000000000,Northeast,11.000000000000000,83.000000000000000,Frozen,Partly Frozen,Partly Clear,Cloudy,None,None,None,None
1960,BCSN,Slocan Lake,120,-4.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,Calm,10.000000000000000,20.000000000000000,Open,Open,Cloudy,Partly Cloudy,,,,
1961,BCSO,Sooke,120,4.000000000000000,8.000000000000000,0.000000000000000,20.000000000000000,Variable,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,None,"Light,None",None,None
1962,BCSQ,Squamish,120,-1.000000000000000,1.500000000000000,,,Calm,,,Open,Open,Cloudy,Cloudy,None,None,None,None
1963,BCSS,Sidney-South Saltspring,120,1.000000000000000,7.000000000000000,0.000000000000000,5.000000000000000,Calm,0.000000000000000,0.000000000000000,Partly Frozen,Open,Partly Cloudy,Partly Cloudy,None,None,None,None
1964,BCST,Stuix-Tweedsmuir,120,-3.000000000000000,0.000000000000000,,,Calm,6.000000000000000,10.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,None,None,None,None
1965,BCSW,Savona-Walhachin,120,-14.000000000000000,1.200000000000000,0.000000000000000,15.000000000000000,South,0.000000000000000,6.000000000000000,Open,Open,Foggy,Partly Cloudy,None,None,None,None
1966,BCLR,Lardeau,121,-2.000000000000000,1.000000000000000,0.000000000000000,30.000000000000000,North,5.000000000000000,30.000000000000000,Partly Open,Open,Partly Clear,Partly Cloudy,None,None,None,None
1967,BCMA,Greater Masset,121,2.000000000000000,5.000000000000000,5.000000000000000,5.000000000000000,Northeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Partly Clear,None,None,None,None
1968,BCMC,McBride,121,-1.000000000000000,2.000000000000000,,,Calm,2.000000000000000,20.000000000000000,Partly Frozen,Open,Cloudy,Partly Clear,None,None,None,None
1969,BCME,Merritt,121,3.000000000000000,8.000000000000000,20.000000000000000,40.000000000000000,West,0.000000000000000,10.000000000000000,Partly Frozen,Open,Partly Clear,Partly Clear,None,None,None,None
1970,BCNB,Nanoose Bay,121,6.000000000000000,7.000000000000000,20.000000000000000,60.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Light,Heavy,None,None
1971,BCNK,Nakusp,121,-1.000000000000000,4.000000000000000,,,Calm,0.000000000000000,40.000000000000000,Partly Frozen,Open,Partly Cloudy,Partly Clear,None,None,None,None
1972,BCNN,Nanaimo,121,6.000000000000000,8.000000000000000,,,Calm,,,,,Cloudy,Cloudy,None,Light,None,None
1973,BCNS,Nelson,121,-1.000000000000000,5.000000000000000,0.000000000000000,100.000000000000000,Variable,0.000000000000000,170.000000000000000,Open,Open,Cloudy,Cloudy,Light,Light,Light,Light
1974,BCOO,Oliver-Osoyoos,121,4.000000000000000,9.000000000000000,5.000000000000000,70.000000000000000,Southeast,0.000000000000000,50.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,None,None,None,None
1975,BCPA,Port Alberni,121,4.000000000000000,4.000000000000000,,,Calm,,,Open,Open,Cloudy,Cloudy,None,Light,None,None
1976,BCPB,Pemberton-Mt. Currie,121,1.500000000000000,4.000000000000000,3.000000000000000,3.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,None,None,None,None
1977,BCPD,Peachland,121,-11.000000000000000,1.000000000000000,0.000000000000000,10.000000000000000,Calm,3.000000000000000,70.000000000000000,Partly Open,Open,Partly Clear,Cloudy,None,None,None,None
1978,BCPE,Penticton,121,6.000000000000000,14.000000000000000,0.000000000000000,32.000000000000000,Variable,1.000000000000000,20.000000000000000,Partly Frozen,Open,Partly Clear,Partly Cloudy,None,None,None,None
1979,BCPG,Prince George,121,-2.000000000000000,1.000000000000000,,,Calm,,,Frozen,Partly Frozen,Cloudy,Partly Clear,None,None,"Light,None",None
1980,BCPH,Pender Harbour,121,5.000000000000000,8.000000000000000,,15.000000000000000,Southeast,,,Open,Open,Partly Clear,Clear,None,None,None,None
1981,BCPI,Pender Islands,121,5.400000000000000,7.600000000000000,1.000000000000000,7.000000000000000,Northeast,,,Open,Open,Partly Cloudy,Partly Cloudy,None,None,None,None
1982,BCPL,Port Clements,121,6.000000000000000,6.000000000000000,5.000000000000000,20.000000000000000,West,,,Open,Open,Cloudy,Cloudy,Light,None,None,None
1983,BCPM,Pitt Meadows,121,8.000000000000000,9.000000000000000,12.000000000000000,25.000000000000000,Southeast,,,Open,Open,Cloudy,Cloudy,"Heavy,Light","Heavy,Light",,
1984,BCPO,Powell River,121,2.000000000000000,8.000000000000000,0.000000000000000,10.000000000000000,Northwest,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Light,Light,None,None
1985,BCPQ,Parksville-Qualicum Beach,121,5.000000000000000,8.000000000000000,5.000000000000000,,Southwest,,,Open,Open,Partly Cloudy,Cloudy,None,None,None,None
1986,BCPT,Princeton,121,1.000000000000000,6.400000000000000,0.000000000000000,0.000000000000000,Calm,12.000000000000000,15.000000000000000,Frozen,Open,Partly Clear,Cloudy,None,None,None,None
1987,BCRE,Revelstoke,121,-2.000000000000000,3.000000000000000,0.000000000000000,8.000000000000000,North,0.000000000000000,12.000000000000000,Partly Frozen,Partly Frozen,Cloudy,Cloudy,None,None,None,None
1988,BCRS,Rose Spit,121,3.000000000000000,5.000000000000000,20.000000000000000,20.000000000000000,Southwest,,,Open,Open,Partly Cloudy,Partly Cloudy,Light,Light,None,Light
1989,BCRW,Rossland-Warfield,121,-4.000000000000000,2.000000000000000,8.000000000000000,10.000000000000000,Unknown,6.000000000000000,30.000000000000000,Partly Frozen,Open,Partly Cloudy,Clear,None,None,None,None
1990,BCSA,Salmon Arm,121,0.000000000000000,5.000000000000000,,,Calm,0.000000000000000,10.000000000000000,Open,Open,Cloudy,Cloudy,None,None,None,None
1991,BCSC,Sunshine Coast,121,2.000000000000000,8.500000000000000,,,Calm,,,Open,Open,Partly Clear,Partly Clear,None,None,None,None
1992,BCSI,Skidegate Inlet,121,3.000000000000000,4.000000000000000,20.000000000000000,20.000000000000000,Southwest,0.000000000000000,0.000000000000000,Open,Open,Partly Clear,Partly Clear,Light,Light,None,None
1993,BCSK,Soda Creek,121,-3.000000000000000,4.000000000000000,0.000000000000000,22.000000000000000,Southeast,0.000000000000000,20.000000000000000,Partly Open,Open,Cloudy,Partly Clear,None,None,None,None
1994,BCSL,Shuswap Lake P.P.,121,-10.000000000000000,0.000000000000000,0.000000000000000,4.000000000000000,Calm,5.000000000000000,20.000000000000000,Partly Open,Open,Partly Cloudy,Cloudy,None,None,None,None
1995,BCSM,Smithers,121,-4.900000000000000,-1.900000000000000,0.000000000000000,4.000000000000000,Southeast,25.000000000000000,116.000000000000000,Frozen,Open,Cloudy,Partly Cloudy,,,Light,Light
1996,BCSO,Sooke,121,3.000000000000000,8.000000000000000,0.000000000000000,16.000000000000000,Variable,,,Open,Open,Cloudy,Cloudy,"Light,None","Heavy,Light",None,None
1997,BCSQ,Squamish,121,2.000000000000000,7.000000000000000,0.000000000000000,10.000000000000000,North,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,"Heavy,Light","Light,None",,
1998,BCSS,Sidney-South Saltspring,121,6.000000000000000,11.000000000000000,10.000000000000000,35.000000000000000,Variable,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Partly Clear,Light,None,None,None
1999,BCST,Stuix-Tweedsmuir,121,-1.000000000000000,2.000000000000000,,,Calm,5.000000000000000,30.000000000000000,Frozen,Open,Partly Cloudy,Partly Cloudy,,None,,None
2000,BCSW,Savona-Walhachin,121,-10.000000000000000,-0.500000000000000,0.000000000000000,30.000000000000000,Unknown,6.000000000000000,23.000000000000000,Partly Open,Open,Partly Cloudy,Partly Clear,None,None,None,None
2001,WAOH,Oak Harbor,98,35.000000000000000,45.000000000000000,25.000000000000000,25.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Heavy,Heavy,None,None
2002,BCVA,Vancouver,90,30.000000000000000,38.000000000000000,0.000000000000000,4.000000000000000,Variable,0.000000000000000,0.000000000000000,Open,Open,Local Fog,Partly Clear,Unknown,Unknown,Unknown,Unknown
2003,BCVE,Vernon,90,29.000000000000000,34.000000000000000,5.000000000000000,5.000000000000000,South,0.000000000000000,8.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
2004,BCVI,Victoria,90,35.000000000000000,48.000000000000000,0.000000000000000,10.000000000000000,Variable,0.000000000000000,0.000000000000000,Open,Open,Local Fog,Cloudy,Unknown,Unknown,Unknown,Unknown
2005,BCVL,Vaseux Lake,90,28.000000000000000,44.000000000000000,0.000000000000000,10.000000000000000,North,0.000000000000000,6.000000000000000,Open,Open,Partly Cloudy,Clear,Unknown,Unknown,Unknown,Unknown
2006,BCWG,Wells Gray,90,26.000000000000000,37.000000000000000,0.000000000000000,15.000000000000000,,10.000000000000000,20.000000000000000,Frozen,Open,Cloudy,Partly Clear,Unknown,Unknown,Unknown,Unknown
2007,BCWR,White Rock-Surrey-Langley,90,44.000000000000000,44.000000000000000,3.000000000000000,3.000000000000000,East,0.000000000000000,0.000000000000000,Open,Open,Foggy,Cloudy,Light,None,None,None
2008,WA0G,Chelan,90,26.000000000000000,45.000000000000000,0.000000000000000,2.000000000000000,Variable,0.000000000000000,3.000000000000000,Open,Open,Cloudy,Clear,Unknown,Unknown,Unknown,Unknown
2009,WA0M,Everett,90,39.000000000000000,46.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Open,Open,Foggy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
2010,WABG,Bellingham,90,32.000000000000000,40.000000000000000,0.000000000000000,5.000000000000000,Northeast,0.000000000000000,0.000000000000000,Partly Frozen,Open,Foggy,Partly Clear,Unknown,Unknown,Unknown,Unknown
2011,WACC,Cowlitz-Columbia,90,38.000000000000000,45.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Open,Open,Foggy,Partly Cloudy,Light,Light,None,None
2012,WAEA,East Lake Washington,90,45.000000000000000,55.000000000000000,5.000000000000000,5.000000000000000,,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
2013,WAED,Edmonds,90,32.000000000000000,35.000000000000000,10.000000000000000,10.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Foggy,Foggy,Unknown,Unknown,Unknown,Unknown
2014,WAEL,Ellensburg,90,25.000000000000000,45.000000000000000,0.000000000000000,3.000000000000000,South,0.000000000000000,0.000000000000000,Partly Frozen,Partly Frozen,Partly Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
2015,WAGH,Grays Harbor,90,37.000000000000000,45.000000000000000,0.000000000000000,10.000000000000000,East,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
2016,WAKA,Kent-Auburn,90,38.000000000000000,49.000000000000000,0.000000000000000,10.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Partly Clear,Cloudy,Light,Light,None,None
2017,WAKC,Kitsap County,90,34.000000000000000,46.000000000000000,0.000000000000000,10.000000000000000,Variable,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Unknown,Unknown,Unknown,Unknown
2018,WAML,Moses Lake,90,27.000000000000000,35.000000000000000,2.000000000000000,2.000000000000000,North,0.000000000000000,0.000000000000000,Partly Frozen,Open,Foggy,Partly Clear,Unknown,Unknown,Unknown,Unknown
2019,WANC,North Cascades,90,28.000000000000000,42.000000000000000,5.000000000000000,5.000000000000000,East,0.000000000000000,0.000000000000000,Open,Open,Foggy,Clear,Unknown,Unknown,Unknown,Unknown
2020,WAOH,Oak Harbor,90,35.000000000000000,40.000000000000000,0.000000000000000,4.000000000000000,Variable,0.000000000000000,0.000000000000000,Open,Open,Local Fog,Partly Clear,Unknown,Unknown,Unknown,Unknown
2021,WAOL,Olympia,90,41.000000000000000,50.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Open,Open,Foggy,Cloudy,Unknown,Unknown,Unknown,Unknown
2022,WAPB,Padilla Bay,90,35.000000000000000,47.000000000000000,0.000000000000000,3.000000000000000,Variable,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Unknown,Unknown,Unknown,Unknown
2023,BCVA,Vancouver,91,33.000000000000000,37.000000000000000,0.000000000000000,7.000000000000000,Variable,0.000000000000000,6.000000000000000,Open,Open,Cloudy,Cloudy,"Heavy,Light","Heavy,Light","Heavy,Light","Heavy,Light"
2024,BCVE,Vernon,91,26.000000000000000,30.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,16.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,None,None,Light,Light
2025,BCVI,Victoria,91,30.000000000000000,38.000000000000000,5.000000000000000,20.000000000000000,Variable,0.000000000000000,0.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,Light,Light,None,None
2026,BCVL,Vaseux Lake,91,-5.000000000000000,5.000000000000000,10.000000000000000,30.000000000000000,North,2.000000000000000,24.000000000000000,Partly Open,Partly Open,Partly Cloudy,Clear,Unknown,Unknown,Unknown,Unknown
2027,BCWG,Wells Gray,91,5.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,Calm,21.000000000000000,30.000000000000000,Frozen,Partly Open,Partly Cloudy,Partly Clear,None,None,Light,None
2028,BCWR,White Rock-Surrey-Langley,91,27.000000000000000,30.000000000000000,4.000000000000000,6.000000000000000,Northeast,10.000000000000000,15.000000000000000,Frozen,Partly Frozen,Unknown,Foggy,None,None,Heavy,Light
2029,WA0G,Chelan,91,7.000000000000000,9.000000000000000,0.000000000000000,3.000000000000000,North,0.000000000000000,4.000000000000000,Partly Frozen,Partly Frozen,Partly Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
2030,WABG,Bellingham,91,32.000000000000000,38.000000000000000,5.000000000000000,20.000000000000000,,0.000000000000000,0.000000000000000,Open,Open,Unknown,Unknown,Light,Light,None,None
2031,WACC,Cowlitz-Columbia,91,36.000000000000000,42.000000000000000,2.000000000000000,5.000000000000000,,0.000000000000000,0.000000000000000,Frozen,Partly Frozen,Foggy,Foggy,Light,None,None,None
2032,WAED,Edmonds,91,31.000000000000000,33.000000000000000,3.000000000000000,20.000000000000000,Variable,0.000000000000000,1.000000000000000,Partly Frozen,Partly Frozen,Foggy,Cloudy,Light,Heavy,None,Heavy
2033,WAGH,Grays Harbor,91,37.000000000000000,45.000000000000000,5.000000000000000,15.000000000000000,North,0.000000000000000,0.000000000000000,Open,Open,Unknown,Cloudy,Light,None,None,None
2034,WAKA,Kent-Auburn,91,15.000000000000000,32.000000000000000,10.000000000000000,15.000000000000000,,0.000000000000000,0.000000000000000,Frozen,Partly Frozen,Partly Cloudy,Cloudy,None,Light,Light,None
2035,WAKC,Kitsap County,91,16.000000000000000,31.000000000000000,0.000000000000000,30.000000000000000,,0.000000000000000,4.000000000000000,Frozen,Partly Frozen,Cloudy,Cloudy,None,None,Light,Light
2036,WAML,Moses Lake,91,3.000000000000000,8.000000000000000,2.000000000000000,2.000000000000000,North,3.000000000000000,3.000000000000000,Frozen,Partly Open,Cloudy,Cloudy,None,None,Heavy,None
2037,WANC,North Cascades,91,28.000000000000000,34.000000000000000,0.000000000000000,4.000000000000000,Northeast,0.000000000000000,9.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,"Heavy,Light","Heavy,Light","Heavy,Light","Heavy,Light"
2038,WAOH,Oak Harbor,91,36.000000000000000,43.000000000000000,2.000000000000000,18.000000000000000,Variable,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Light,Light,None,None
2039,WAOL,Olympia,91,17.000000000000000,23.000000000000000,3.000000000000000,5.000000000000000,Northeast,2.000000000000000,3.000000000000000,Partly Frozen,Partly Frozen,Cloudy,Partly Cloudy,None,None,Light,None
2040,WAPB,Padilla Bay,91,9.000000000000000,20.000000000000000,5.000000000000000,15.000000000000000,Northeast,0.000000000000000,1.000000000000000,Frozen,Partly Frozen,Clear,Cloudy,Unknown,Unknown,Unknown,Unknown
2041,BCVA,Vancouver,92,24.000000000000000,41.000000000000000,0.000000000000000,12.000000000000000,Variable,0.000000000000000,0.000000000000000,Open,Open,Partly Clear,Partly Clear,Unknown,Unknown,Unknown,Unknown
2042,BCVE,Vernon,92,29.000000000000000,33.000000000000000,5.000000000000000,5.000000000000000,,0.000000000000000,10.000000000000000,Partly Frozen,Open,Partly Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
2043,BCVI,Victoria,92,32.000000000000000,42.000000000000000,0.000000000000000,10.000000000000000,Variable,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
2044,BCVL,Vaseux Lake,92,26.000000000000000,42.000000000000000,0.000000000000000,10.000000000000000,,0.000000000000000,12.000000000000000,Partly Frozen,Open,Partly Clear,Partly Clear,Unknown,Unknown,Unknown,Unknown
2045,BCWG,Wells Gray,92,27.000000000000000,30.000000000000000,0.000000000000000,0.000000000000000,Calm,10.000000000000000,20.000000000000000,Frozen,Partly Open,Foggy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
2046,BCWH,Whistler,92,16.000000000000000,21.000000000000000,5.000000000000000,5.000000000000000,Northwest,60.000000000000000,60.000000000000000,Partly Open,Partly Open,Partly Cloudy,Clear,Unknown,Unknown,Unknown,Unknown
2047,BCWR,White Rock-Surrey-Langley,92,45.000000000000000,50.000000000000000,6.000000000000000,8.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
2048,WA0G,Chelan,92,30.000000000000000,38.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,8.000000000000000,Partly Frozen,Open,Foggy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
2049,WABG,Bellingham,92,29.000000000000000,40.000000000000000,5.000000000000000,5.000000000000000,Northeast,0.000000000000000,0.000000000000000,Partly Frozen,Partly Frozen,Clear,Partly Clear,Unknown,Unknown,Unknown,Unknown
2050,WACC,Cowlitz-Columbia,92,33.000000000000000,46.000000000000000,5.000000000000000,10.000000000000000,,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,None,Light,None,None
2051,WAED,Edmonds,92,27.000000000000000,40.000000000000000,3.000000000000000,7.000000000000000,North,0.000000000000000,0.000000000000000,Partly Frozen,Open,Foggy,Clear,Unknown,Unknown,Unknown,Unknown
2052,WAEL,Ellensburg,92,15.000000000000000,35.000000000000000,0.000000000000000,3.000000000000000,Northwest,0.000000000000000,1.000000000000000,Partly Frozen,Open,Clear,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
2053,WAGC,Grand Coulee,92,28.000000000000000,33.000000000000000,10.000000000000000,10.000000000000000,South,0.000000000000000,0.000000000000000,Partly Frozen,Open,Partly Cloudy,Unknown,None,None,None,Light
2054,WAGH,Grays Harbor,92,35.000000000000000,40.000000000000000,5.000000000000000,10.000000000000000,West,0.000000000000000,0.000000000000000,Open,Open,Clear,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
2055,WAKA,Kent-Auburn,92,39.000000000000000,48.000000000000000,0.000000000000000,10.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Foggy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
2056,WAKC,Kitsap County,92,35.000000000000000,51.000000000000000,0.000000000000000,10.000000000000000,North,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
2057,WALP,Leadbetter Point,92,31.000000000000000,45.000000000000000,0.000000000000000,10.000000000000000,North,0.000000000000000,0.000000000000000,Open,Open,Clear,Clear,Unknown,Unknown,Unknown,Unknown
2058,WAML,Moses Lake,92,27.000000000000000,36.000000000000000,0.000000000000000,4.000000000000000,North,0.000000000000000,0.000000000000000,Partly Open,Open,Partly Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
2059,WANC,North Cascades,92,30.000000000000000,45.000000000000000,0.000000000000000,20.000000000000000,Northeast,2.000000000000000,2.000000000000000,Partly Frozen,Open,Clear,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
2060,WAOH,Oak Harbor,92,36.000000000000000,42.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Partly Frozen,Open,Clear,Partly Clear,Unknown,Unknown,Unknown,Unknown
2061,WAOL,Olympia,92,40.000000000000000,46.000000000000000,14.000000000000000,14.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Light,Light,None,None
2062,WAPB,Padilla Bay,92,40.000000000000000,52.000000000000000,0.000000000000000,5.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,None,Light,None,None
2063,BCVA,Vancouver,93,35.000000000000000,43.000000000000000,0.000000000000000,20.000000000000000,Variable,0.000000000000000,12.000000000000000,Open,Open,Cloudy,Cloudy,None,Light,None,None
